BusinessEntityID,TotalPurchaseYTD,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
6038,18.98,2003-08-29 00:00:00.000,1972-10-04 00:00:00.000,"M","25001-50000","M",0,0,"Graduate Degree","Skilled Manual",False,0
5663,41.03,2003-09-12 00:00:00.000,1965-02-07 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Professional",False,1
6527,19.98,2004-01-13 00:00:00.000,1975-09-13 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Skilled Manual",False,2
6516,15.98,2003-11-08 00:00:00.000,1967-12-28 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Professional",False,1
6567,1666,2004-03-21 00:00:00.000,1978-06-28 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
6932,2408.07,2003-12-27 00:00:00.000,1959-01-21 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Clerical",False,0
8183,52.03,2004-06-12 00:00:00.000,1960-07-02 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Professional",False,1
8372,540,2003-12-04 00:00:00.000,1967-11-14 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Clerical",False,0
9388,-2.29,2004-03-23 00:00:00.000,1978-02-26 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Skilled Manual",False,1
10125,34.99,2004-02-03 00:00:00.000,1977-10-16 00:00:00.000,"M","25001-50000","M",0,0,"Partial High School","Clerical",False,2
11189,2415.76,2004-05-24 00:00:00.000,1971-03-02 00:00:00.000,"M","25001-50000","M",0,0,"High School","Manual",False,1
11993,1647,2004-03-03 00:00:00.000,1966-04-09 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Professional",False,0
12924,-1700.9875,2002-10-30 00:00:00.000,1974-08-23 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Skilled Manual",False,1
12946,-1412.075,2002-08-08 00:00:00.000,1967-11-14 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Clerical",False,0
13112,1099.48,2004-03-23 00:00:00.000,1959-12-17 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Clerical",False,0
13126,24.99,2004-07-23 00:00:00.000,1976-04-11 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Clerical",False,1
13225,30.99,2003-08-06 00:00:00.000,1976-07-11 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Clerical",False,1
13373,-30,2003-10-12 00:00:00.000,1979-08-25 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Skilled Manual",False,1
13429,546.02,2004-04-01 00:00:00.000,1971-10-17 00:00:00.000,"M","25001-50000","M",0,0,"High School","Manual",False,1
13389,-28.99,2003-12-03 00:00:00.000,1972-12-17 00:00:00.000,"M","25001-50000","M",0,0,"Graduate Degree","Skilled Manual",False,0
13127,2447.35,2004-04-27 00:00:00.000,1967-02-15 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Clerical",False,0
13508,733.3618,2002-12-19 00:00:00.000,1960-03-18 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Professional",False,1
13620,2363.06,2003-11-08 00:00:00.000,1967-07-04 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Clerical",False,0
13633,35.98,2004-06-03 00:00:00.000,1976-04-11 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
13645,-1.67,2003-10-25 00:00:00.000,1970-09-23 00:00:00.000,"M","25001-50000","M",0,0,"Graduate Degree","Skilled Manual",False,0
13710,1164.86,2004-01-08 00:00:00.000,1972-05-09 00:00:00.000,"M","25001-50000","M",0,0,"High School","Manual",False,1
13879,-0.01,2003-11-28 00:00:00.000,1978-04-21 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
13926,2271.47,2002-05-25 00:00:00.000,1978-07-17 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
13802,-61,2003-12-31 00:00:00.000,1976-04-17 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
14276,58.45,2003-10-10 00:00:00.000,1980-09-03 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
14155,518.98,2004-04-25 00:00:00.000,1971-10-04 00:00:00.000,"M","25001-50000","M",0,0,"High School","Manual",False,1
14236,134.25,2004-01-11 00:00:00.000,1979-10-23 00:00:00.000,"M","25001-50000","M",0,0,"Partial High School","Clerical",False,2
14339,-21.01,2004-07-06 00:00:00.000,1980-04-19 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
14512,-115.01,2003-09-11 00:00:00.000,1978-04-06 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Skilled Manual",False,1
14619,723.35,2003-08-30 00:00:00.000,1980-07-17 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Skilled Manual",False,2
14633,-3038.28,2002-06-08 00:00:00.000,1975-06-05 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Clerical",False,1
14830,25,2004-03-10 00:00:00.000,1979-02-18 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
14733,2448.34,2003-10-31 00:00:00.000,1966-07-18 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Professional",False,0
14661,22.7,2003-10-15 00:00:00.000,1978-03-25 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Professional",False,2
14766,1666,2004-02-07 00:00:00.000,1971-10-28 00:00:00.000,"M","25001-50000","M",0,0,"High School","Manual",False,1
15155,5,2004-02-07 00:00:00.000,1978-10-06 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
14963,17.5,2003-09-22 00:00:00.000,1975-11-23 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
15086,-160.955,2003-01-25 00:00:00.000,1980-07-25 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
15352,39.97,2003-10-06 00:00:00.000,1977-01-18 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
15835,-53.99,2004-01-10 00:00:00.000,1980-08-12 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
15753,-2049.0964,2002-09-11 00:00:00.000,1972-07-27 00:00:00.000,"M","25001-50000","M",0,0,"High School","Manual",False,1
15663,29.99,2003-08-30 00:00:00.000,1965-08-15 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Professional",False,1
16033,1699.97,2004-04-19 00:00:00.000,1966-07-26 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Professional",False,0
16060,12.58,2003-10-10 00:00:00.000,1967-07-19 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Skilled Manual",False,1
15971,1665.35,2003-01-02 00:00:00.000,1967-07-12 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Clerical",False,0
16098,1659.9875,2003-03-04 00:00:00.000,1970-08-04 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Clerical",False,0
16316,499.98,2004-03-23 00:00:00.000,1974-03-11 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
16376,78.43,2003-11-21 00:00:00.000,1964-03-16 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Professional",False,1
16665,-13.01,2003-12-06 00:00:00.000,1977-02-21 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Skilled Manual",False,1
14455,-31,2004-06-08 00:00:00.000,1977-02-21 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Clerical",False,1
16757,104.05,2003-10-08 00:00:00.000,1973-08-03 00:00:00.000,"M","25001-50000","M",0,0,"Graduate Degree","Skilled Manual",False,0
16970,-21.98,2004-01-12 00:00:00.000,1960-03-02 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Professional",False,1
17090,-30,2003-11-26 00:00:00.000,1975-06-08 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
17446,14.49,2004-02-19 00:00:00.000,1976-08-18 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
17843,16.98,2003-10-26 00:00:00.000,1980-03-02 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
17823,-3578.27,2002-05-23 00:00:00.000,1974-08-18 00:00:00.000,"M","25001-50000","M",0,0,"High School","Professional",False,2
17838,-19.5,2004-01-18 00:00:00.000,1977-10-01 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Clerical",False,1
17939,27.69,2003-10-15 00:00:00.000,1979-09-22 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
17799,1001.8936,2002-03-07 00:00:00.000,1975-10-19 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Clerical",False,1
18021,-4.99,2003-11-07 00:00:00.000,1978-05-22 00:00:00.000,"M","25001-50000","M",0,0,"Partial High School","Clerical",False,2
18214,12.1,2004-04-05 00:00:00.000,1976-07-11 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
18237,3098.33,2001-11-07 00:00:00.000,1972-12-07 00:00:00.000,"M","25001-50000","M",0,0,"High School","Manual",False,1
18183,1451.905,2003-02-03 00:00:00.000,1969-07-20 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Clerical",False,0
18651,20,2003-10-06 00:00:00.000,1976-03-15 00:00:00.000,"M","25001-50000","M",0,0,"High School","Skilled Manual",False,2
18898,2317.7,2002-04-05 00:00:00.000,1967-09-22 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Professional",False,1
19127,47.97,2003-08-22 00:00:00.000,1977-09-13 00:00:00.000,"M","25001-50000","M",0,0,"Partial High School","Clerical",False,2
19115,-10.01,2004-03-05 00:00:00.000,1979-11-13 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Clerical",False,1
18480,2349.08,2004-06-07 00:00:00.000,1974-04-19 00:00:00.000,"M","25001-50000","M",0,0,"Partial High School","Skilled Manual",False,2
19426,746.35,2004-04-13 00:00:00.000,1972-10-14 00:00:00.000,"M","25001-50000","M",0,0,"High School","Manual",False,1
19455,741.34,2004-03-25 00:00:00.000,1969-04-05 00:00:00.000,"M","25001-50000","M",0,0,"Bachelors","Clerical",False,0
20126,-2384.07,2004-02-15 00:00:00.000,1974-06-25 00:00:00.000,"M","25001-50000","M",0,0,"Partial College","Clerical",False,1
20158,2299.98,2001-07-11 00:00:00.000,1969-08-01 00:00:00.000,"M","25001-50000","M",0,0,"Graduate Degree","Skilled Manual",False,0
20375,505,2004-05-09 00:00:00.000,1968-06-22 00:00:00.000,"M","25001-50000","M",0,0,"Graduate Degree","Clerical",False,0
1706,15.49,2004-07-16 00:00:00.000,1979-04-12 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
2571,-3578.27,2001-10-12 00:00:00.000,1977-04-26 00:00:00.000,"M","0-25000","M",0,0,"High School","Manual",True,2
2407,-31,2004-06-22 00:00:00.000,1980-03-08 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
2462,556.48,2002-04-03 00:00:00.000,1980-10-06 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,1
2479,719.4975,2002-07-11 00:00:00.000,1971-10-15 00:00:00.000,"M","0-25000","F",0,0,"Graduate Degree","Manual",True,0
2843,19.2,2003-10-10 00:00:00.000,1971-11-06 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
3263,-5.02,2004-01-28 00:00:00.000,1974-10-25 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
2990,-7.61,2003-09-22 00:00:00.000,1979-12-11 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
3553,-3578.27,2001-09-27 00:00:00.000,1969-05-19 00:00:00.000,"M","0-25000","F",0,0,"Graduate Degree","Manual",True,0
3591,-4.99,2004-03-08 00:00:00.000,1980-04-25 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
3870,45.48,2003-10-24 00:00:00.000,1978-05-04 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
3828,-1627.595,2003-03-29 00:00:00.000,1976-05-02 00:00:00.000,"M","0-25000","M",0,0,"High School","Manual",True,2
4202,-69.99,2003-11-06 00:00:00.000,1979-02-21 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
4774,1.7,2004-03-30 00:00:00.000,1980-03-19 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
4478,19.2,2004-03-22 00:00:00.000,1976-03-12 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
4211,810.4875,2002-08-28 00:00:00.000,1974-04-03 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
5126,-539.99,2003-04-25 00:00:00.000,1980-02-04 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
5233,16,2003-11-08 00:00:00.000,1978-09-21 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
5758,31.69,2003-12-27 00:00:00.000,1975-01-24 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
5537,-24.99,2004-02-18 00:00:00.000,1974-06-06 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
5629,21,2003-08-16 00:00:00.000,1977-02-27 00:00:00.000,"M","0-25000","M",0,0,"High School","Manual",True,1
5874,-530.94,2001-10-09 00:00:00.000,1977-06-07 00:00:00.000,"M","0-25000","F",0,0,"Graduate Degree","Manual",True,0
6307,535.9918,2001-11-17 00:00:00.000,1977-09-26 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,0
6206,-31,2003-11-28 00:00:00.000,1973-11-26 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
6131,-145.1264,2001-10-27 00:00:00.000,1978-05-25 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,1
6299,774.04,2003-11-21 00:00:00.000,1979-01-15 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,1
6637,2373.57,2004-02-08 00:00:00.000,1976-05-05 00:00:00.000,"M","0-25000","M",0,0,"High School","Manual",True,2
6647,-31,2003-11-13 00:00:00.000,1973-05-27 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
6802,559.1918,2001-09-27 00:00:00.000,1980-08-02 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
6963,-1552.595,2002-11-08 00:00:00.000,1980-02-10 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
7176,2455.0404,2003-01-11 00:00:00.000,1977-09-10 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,0
7062,-2181.565,2002-11-11 00:00:00.000,1980-09-10 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
6978,24.99,2004-02-06 00:00:00.000,1975-06-02 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
7329,-155.01,2004-05-26 00:00:00.000,1975-08-25 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
7544,719.4975,2002-09-05 00:00:00.000,1978-05-19 00:00:00.000,"M","0-25000","F",0,0,"Graduate Degree","Manual",True,0
7671,24.99,2004-01-21 00:00:00.000,1975-02-11 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
8468,398.2436,2003-01-09 00:00:00.000,1977-07-18 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,0
8467,-1.01,2003-12-24 00:00:00.000,1972-07-19 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
8775,23.19,2004-04-09 00:00:00.000,1978-11-25 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,1
8674,-2172.575,2003-03-31 00:00:00.000,1978-08-24 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
9162,-17.5,2004-05-12 00:00:00.000,1980-07-20 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
9501,-9.51,2003-12-13 00:00:00.000,1980-05-26 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
9648,-15.01,2004-01-16 00:00:00.000,1972-08-21 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
9718,-21.49,2004-04-05 00:00:00.000,1973-05-11 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
10110,-113.72,2003-08-25 00:00:00.000,1975-07-09 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
10165,19.2,2003-10-18 00:00:00.000,1972-01-20 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
10204,25.48,2003-08-27 00:00:00.000,1974-08-24 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
10288,-50,2003-12-31 00:00:00.000,1977-10-07 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
10664,-3.99,2003-11-28 00:00:00.000,1980-05-17 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
10522,-782.99,2003-04-04 00:00:00.000,1980-08-08 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,1
10713,-1641.575,2003-03-08 00:00:00.000,1978-05-26 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
11229,-1487.1264,2002-08-22 00:00:00.000,1977-05-17 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,0
11342,-154.1164,2001-12-19 00:00:00.000,1977-09-21 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,0
11574,37.7,2004-06-17 00:00:00.000,1979-02-06 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
11869,19.82,2003-09-12 00:00:00.000,1978-01-13 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
11704,-4.99,2003-09-18 00:00:00.000,1974-12-19 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
11721,-31,2004-05-28 00:00:00.000,1972-11-16 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
11959,20,2003-12-31 00:00:00.000,1980-08-26 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
12200,733.36,2004-03-30 00:00:00.000,1978-07-09 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,1
12437,2315.96,2002-04-03 00:00:00.000,1974-03-23 00:00:00.000,"M","0-25000","M",0,0,"Graduate Degree","Manual",True,0
12354,-313.1164,2003-02-13 00:00:00.000,1976-02-08 00:00:00.000,"M","0-25000","F",0,0,"High School","Manual",True,2
12520,-692.37,2003-04-01 00:00:00.000,1969-05-06 00:00:00.000,"M","0-25000","M",0,0,"Graduate Degree","Manual",True,0
12601,-3374.99,2002-02-05 00:00:00.000,1970-01-10 00:00:00.000,"M","0-25000","M",0,0,"Graduate Degree","Manual",True,0
13057,-31,2004-04-29 00:00:00.000,1974-06-07 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
12837,-3038.28,2002-04-15 00:00:00.000,1980-07-08 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
13188,498.98,2003-04-25 00:00:00.000,1977-03-07 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,0
13102,-145.1264,2001-12-19 00:00:00.000,1978-11-23 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
13302,-21.49,2004-03-06 00:00:00.000,1971-02-25 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
13486,707.36,2004-04-21 00:00:00.000,1977-10-09 00:00:00.000,"M","0-25000","M",0,0,"High School","Manual",True,2
13571,-21.01,2003-10-02 00:00:00.000,1971-01-06 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
13778,-21.98,2003-10-07 00:00:00.000,1979-11-03 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,1
13862,-539.99,2002-11-18 00:00:00.000,1980-01-08 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
13977,531,2004-06-23 00:00:00.000,1979-08-10 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,1
14028,-22.01,2003-12-11 00:00:00.000,1974-01-03 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
14109,-9.51,2004-02-27 00:00:00.000,1972-03-23 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
14494,-21.49,2004-06-06 00:00:00.000,1979-02-09 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
14597,114.99,2003-12-25 00:00:00.000,1980-09-17 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
14549,-6.01,2003-08-02 00:00:00.000,1980-09-22 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
14715,-4.99,2003-10-08 00:00:00.000,1980-10-26 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
14695,26.98,2004-02-12 00:00:00.000,1980-04-21 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,1
14651,-32.5,2003-12-08 00:00:00.000,1980-05-02 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
15774,507.49,2004-06-23 00:00:00.000,1980-06-21 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,1
15856,-21.49,2004-07-31 00:00:00.000,1972-03-13 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
15821,511.48,2002-06-30 00:00:00.000,1977-04-28 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,0
15784,530,2002-06-07 00:00:00.000,1977-04-09 00:00:00.000,"M","0-25000","M",0,0,"Partial College","Manual",True,0
15719,19.2,2004-07-01 00:00:00.000,1972-07-08 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
16099,-122.73,2004-01-11 00:00:00.000,1975-03-02 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
15960,-20.5,2004-06-05 00:00:00.000,1971-04-21 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
16124,29.98,2003-08-09 00:00:00.000,1974-06-11 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
15928,498.9775,2003-04-29 00:00:00.000,1977-05-18 00:00:00.000,"M","0-25000","M",0,0,"High School","Manual",True,2
17506,-1.01,2003-09-16 00:00:00.000,1980-01-24 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
17429,535.99,2002-11-26 00:00:00.000,1980-11-03 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,1
17647,-28.99,2003-08-01 00:00:00.000,1973-11-16 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
17693,-4.99,2003-10-06 00:00:00.000,1972-07-08 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
18493,2.7,2004-04-07 00:00:00.000,1977-04-27 00:00:00.000,"M","0-25000","F",0,0,"High School","Manual",True,1
18498,-5.01,2004-04-03 00:00:00.000,1977-04-28 00:00:00.000,"M","0-25000","F",0,0,"High School","Manual",True,2
18572,1.7,2003-12-19 00:00:00.000,1974-11-23 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
18868,-31,2004-05-12 00:00:00.000,1973-05-27 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
19237,2260,2001-09-07 00:00:00.000,1974-02-27 00:00:00.000,"M","0-25000","M",0,0,"Graduate Degree","Manual",True,0
18994,-50,2003-12-23 00:00:00.000,1974-02-25 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
19391,-742.35,2004-03-17 00:00:00.000,1978-01-24 00:00:00.000,"M","0-25000","F",0,0,"Partial College","Manual",True,1
19287,24,2003-12-26 00:00:00.000,1974-08-05 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
19941,-96.22,2003-10-13 00:00:00.000,1974-04-11 00:00:00.000,"M","0-25000","F",0,0,"Partial High School","Manual",True,2
20092,2349.08,2003-12-09 00:00:00.000,1977-07-28 00:00:00.000,"M","0-25000","F",0,0,"High School","Manual",True,2
20034,-59.51,2004-04-20 00:00:00.000,1972-04-09 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
20281,-31,2003-08-14 00:00:00.000,1971-07-11 00:00:00.000,"M","0-25000","M",0,0,"Partial High School","Manual",True,2
20602,-1903.36,2002-11-28 00:00:00.000,1977-11-12 00:00:00.000,"M","0-25000","M",0,0,"High School","Manual",True,2
3178,-2808.78,2001-09-06 00:00:00.000,1966-04-27 00:00:00.000,"M","75001-100000","M",0,0,"Graduate Degree","Management",True,0
2996,37.7,2003-09-04 00:00:00.000,1963-09-12 00:00:00.000,"M","75001-100000","F",0,0,"Partial College","Professional",True,1
4350,2327.03,2004-04-06 00:00:00.000,1963-08-27 00:00:00.000,"M","greater than 100000","M",0,0,"Graduate Degree","Management",True,3
4673,-0.01,2004-06-01 00:00:00.000,1963-09-14 00:00:00.000,"M","75001-100000","M",0,0,"Partial College","Professional",True,1
5229,-107.06,2003-10-25 00:00:00.000,1967-05-20 00:00:00.000,"M","greater than 100000","M",0,0,"Graduate Degree","Management",True,0
5650,-159.1064,2002-06-02 00:00:00.000,1966-08-23 00:00:00.000,"M","75001-100000","M",0,0,"Graduate Degree","Skilled Manual",True,0
5660,31.69,2004-07-02 00:00:00.000,1963-07-22 00:00:00.000,"M","75001-100000","M",0,0,"Partial College","Professional",True,1
5798,3.08,2004-03-15 00:00:00.000,1966-11-02 00:00:00.000,"M","greater than 100000","F",0,0,"Graduate Degree","Management",True,1
5795,-3578.27,2001-10-21 00:00:00.000,1966-01-06 00:00:00.000,"M","75001-100000","F",0,0,"Graduate Degree","Skilled Manual",True,0
5827,4727.04,2001-10-08 00:00:00.000,1967-09-10 00:00:00.000,"M","75001-100000","F",0,0,"Graduate Degree","Management",True,0
6067,-1211.31,2002-03-24 00:00:00.000,1962-03-03 00:00:00.000,"M","greater than 100000","M",0,0,"Graduate Degree","Management",True,4
6391,2440.96,2004-02-03 00:00:00.000,1966-04-24 00:00:00.000,"M","75001-100000","F",0,0,"Graduate Degree","Skilled Manual",True,0
6501,62.98,2003-09-03 00:00:00.000,1963-08-26 00:00:00.000,"M","75001-100000","M",0,0,"Partial College","Professional",True,1
7406,2306.98,2004-04-06 00:00:00.000,1961-02-01 00:00:00.000,"M","greater than 100000","F",0,0,"Graduate Degree","Management",True,4
9610,334.9736,2002-07-14 00:00:00.000,1966-05-24 00:00:00.000,"M","75001-100000","F",0,0,"Graduate Degree","Skilled Manual",True,0
9925,9.98,2004-04-16 00:00:00.000,1963-03-02 00:00:00.000,"M","75001-100000","F",0,0,"Partial College","Professional",True,1
12272,36.95,2004-07-07 00:00:00.000,1963-04-22 00:00:00.000,"M","75001-100000","F",0,0,"Partial College","Professional",True,1
13849,2388.07,2003-12-06 00:00:00.000,1966-04-14 00:00:00.000,"M","75001-100000","M",0,0,"Graduate Degree","Skilled Manual",True,0
14010,-2835.92,2001-11-13 00:00:00.000,1966-07-02 00:00:00.000,"M","75001-100000","M",0,0,"Graduate Degree","Skilled Manual",True,0
14268,4724.06,2001-10-11 00:00:00.000,1959-07-17 00:00:00.000,"M","greater than 100000","M",0,0,"Graduate Degree","Management",True,2
15116,312.6508,2002-07-30 00:00:00.000,1966-09-04 00:00:00.000,"M","75001-100000","M",0,0,"Graduate Degree","Skilled Manual",True,0
