BusinessEntityID,Name,AnnualSales,AnnualRevenue,BankName,BusinessType,YearOpened,Specialty,SquareFeet,Brands,Internet,NumberEmployees
1174,"Sure & Reliable Sporting Goods",800000,80000,"International Bank","BM",1997,"Road",22000,"4+","DSL",17
1176,"Eleventh Bike Store",800000,80000,"Primary Bank & Reserve","BM",1975,"Road",22000,"4+","DSL",18
1182,"New and Used Bicycles",800000,80000,"Primary International","BM",1994,"Road",20000,"AW","DSL",18
1184,"Separate Parts Corporation",800000,80000,"Reserve Security","BM",1988,"Road",21000,"3","DSL",16
1186,"Basic Bike Company",800000,80000,"United Security","BM",1982,"Road",20000,"2","DSL",14
1188,"Fabrikam Inc., West",800000,80000,"International Bank","BM",1976,"Mountain",18000,"4+","DSL",12
1198,"Fabrikam Inc., East",800000,80000,"Guardian Bank","BM",1993,"Road",20000,"AW","DSL",11
1202,"Noiseless Gear Company",800000,80000,"Reserve Security","BM",1996,"Mountain",20000,"4+","DSL",13
1204,"Racing Toys",800000,80000,"United Security","BM",1991,"Road",18000,"2","DSL",14
1224,"Acceptable Sales & Service",800000,80000,"Guardian Bank","BM",1988,"Road",21000,"AW","DSL",12
1226,"Brown Bicycle Company",800000,80000,"Primary International","BM",1996,"Road",19000,"2","DSL",13
1232,"Mail Market",800000,80000,"International Bank","BM",1994,"Touring",19000,"AW","DSL",16
1234,"Spare Parts Co.",800000,80000,"Primary Bank & Reserve","BM",1987,"Mountain",19000,"4+","DSL",17
1244,"Finish and Sealant Products",800000,80000,"Guardian Bank","BM",1997,"Road",22000,"AW","DSL",17
1246,"Finer Parts Shop",800000,80000,"Primary International","BM",1975,"Mountain",19000,"2","DSL",18
1248,"Glossy Bikes",800000,80000,"Reserve Security","BM",2000,"Touring",22000,"2","DSL",19
1254,"Mountain Bike Center",800000,80000,"Guardian Bank","BM",1994,"Road",20000,"4+","DSL",18
1258,"Scooters and Bikes Store",800000,80000,"Reserve Security","BM",1982,"Road",21000,"2","DSL",14
1262,"Roadway Bicycle Supply",800000,80000,"International Bank","BM",1970,"Touring",19000,"4+","DSL",10
1882,"Red Bicycle Company",800000,80000,"Reserve Security","BM",1988,"Mountain",18000,"3","DSL",11
1890,"Travel Sports",800000,80000,"United Security","BM",1997,"Mountain",18000,"4+","DSL",17
1892,"West Side Mart",800000,80000,"International Bank","BM",1975,"Touring",19000,"3","DSL",18
1896,"Tenth Bike Store",800000,80000,"International Bank","BM",1994,"Road",23000,"4+","DSL",18
1898,"Valuable Bike Parts Company",800000,80000,"Primary Bank & Reserve","BM",1988,"Mountain",20000,"2","DSL",16
1900,"Fun Times Club",800000,80000,"International Security","BM",1982,"Road",22000,"3","DSL",14
1902,"Chain and Chain Tool Distributions",800000,80000,"Guardian Bank","BM",1976,"Road",20000,"3","DSL",12
1914,"Educational Services",800000,80000,"International Security","BM",1987,"Touring",19000,"2","DSL",17
1918,"Simple Bike Parts",800000,80000,"Primary International","BM",1975,"Road",21000,"4+","DSL",19
1940,"Fasteners & Bolts Outlet",800000,80000,"Primary Bank & Reserve","BM",1993,"Touring",18000,"4+","DSL",11
1942,"Functional Store North",800000,80000,"International Security","BM",1988,"Mountain",19000,"3","DSL",12
1944,"Quantity Discounts",800000,80000,"Guardian Bank","BM",1996,"Road",19000,"3","DSL",13
1948,"Classic Cycle Store",800000,80000,"Reserve Security","BM",1999,"Mountain",22000,"2","DSL",15
1950,"Helpful Sales and Repair Service",800000,80000,"United Security","BM",1994,"Touring",19000,"4+","DSL",16
1954,"Recreation Supplies",800000,80000,"Primary Bank & Reserve","BM",1997,"Mountain",22000,"3","DSL",18
1956,"Wire Baskets and Parts",800000,80000,"International Security","BM",1975,"Road",19000,"4+","DSL",19
316,"Fun Toys and Bikes",300000,30000,"Primary Bank & Reserve","BM",1973,"Touring",6000,"2","DSL",2
322,"Irregulars Outlet",300000,30000,"Primary International","BM",1984,"Mountain",7000,"AW","DSL",5
326,"Worthwhile Activity Store",300000,30000,"United Security","BM",1987,"Mountain",8000,"2","DSL",7
352,"Tiny Bike Boutique",300000,30000,"International Bank","BM",1978,"Road",6000,"4+","DSL",4
386,"Nice Bikes",300000,30000,"Guardian Bank","BM",1975,"Road",9000,"4+","DSL",8
390,"Road-Way Mart",1000000,100000,"Reserve Security","BS",1998,"Mountain",26000,"3","DSL",27
410,"Fast Bike Works",1000000,100000,"Primary International","BS",1971,"Touring",25000,"4+","DSL",28
412,"Gasless Cycle Shop",1000000,100000,"Reserve Security","BS",2001,"Road",24000,"3","DSL",29
424,"Bikes Anyone?",1000000,100000,"International Security","BS",1996,"Touring",27000,"3","DSL",22
442,"Another Bicycle Company",300000,30000,"Reserve Security","BM",1973,"Touring",6000,"AW","DSL",2
446,"Rodeway Bike Store",300000,30000,"International Bank","BM",1976,"Mountain",7000,"4+","DSL",4
458,"Metallic Paint and Overcoat Co",1000000,100000,"Primary Bank & Reserve","BS",1971,"Road",26000,"3","DSL",28
508,"Atypical Bike Company",1000000,100000,"Reserve Security","BM",2000,"Road",25000,"3","DSL",20
544,"Painters Bicycle Specialists",1000000,100000,"Guardian Bank","BS",1998,"Road",24000,"3","DSL",27
546,"Client Discount Store",1000000,100000,"Guardian Bank","BM",2000,"Mountain",24000,"2","DSL",20
566,"Courteous Bicycle Specialists",300000,30000,"International Security","BM",1982,"Touring",10000,"2","DSL",8
568,"Hobby Store",300000,30000,"Guardian Bank","BM",1976,"Mountain",6000,"2","DSL",5
574,"Fifth Bike Store",1000000,100000,"International Bank","BS",2001,"Road",26000,"4+","DSL",25
576,"Independent Outlet",1000000,100000,"Primary Bank & Reserve","BS",1996,"Road",25000,"3","DSL",22
714,"Discount Bicycle Specialists",1000000,100000,"Primary International","BS",1971,"Road",28000,"4+","DSL",28
716,"Famous Bike Sales and Service",1000000,100000,"Reserve Security","BS",2001,"Road",26000,"4+","DSL",25
728,"Wholesale Bikes",1000000,100000,"International Security","BS",1998,"Road",27000,"3","DSL",27
730,"Very Best Sports Supply",1000000,100000,"Guardian Bank","BS",1971,"Road",28000,"4+","DSL",28
732,"Urban Sports Emporium",1000000,100000,"Primary International","BS",2001,"Road",24000,"4+","DSL",29
818,"Suburban Cycle Shop",300000,30000,"Primary International","BM",1982,"Mountain",10000,"3","DSL",8
820,"Weekend Tours",300000,30000,"Reserve Security","BM",1990,"Road",9000,"AW","DSL",9
926,"Unique Bikes",1000000,100000,"Primary Bank & Reserve","BS",2001,"Mountain",27000,"3","DSL",25
930,"Associated Bikes",300000,30000,"Reserve Security","BM",1982,"Mountain",7000,"3","DSL",8
932,"Modular Cycle Systems",300000,30000,"United Security","BM",1976,"Road",6000,"2","DSL",5
1056,"General Department Stores",300000,30000,"Primary International","BM",1982,"Mountain",11000,"3","DSL",8
1058,"Mass Market Bikes",300000,30000,"Reserve Security","BM",1976,"Touring",7000,"AW","DSL",5
1060,"Operational Manufacturing",300000,30000,"United Security","BM",1970,"Mountain",8000,"3","DSL",2
1086,"Seventh Bike Store",300000,30000,"International Security","BM",1973,"Road",10000,"AW","DSL",2
1088,"Fast Services",300000,30000,"Guardian Bank","BM",1981,"Road",9000,"3","DSL",3
1094,"Little Bicycle Supply Shop",300000,30000,"United Security","BM",1979,"Road",11000,"4+","DSL",6
1100,"All Seasons Sports Supply",300000,30000,"International Security","BM",1990,"Touring",10000,"AW","DSL",9
1106,"The Commissary",300000,30000,"Reserve Security","BM",1970,"Road",9000,"3","DSL",6
1108,"Affordable Sports Equipment",300000,30000,"United Security","BM",1978,"Road",8000,"AW","DSL",4
1110,"Local Sales and Rental",300000,30000,"International Bank","BM",1973,"Touring",10000,"2","DSL",2
1152,"Exceptional Cycle Services",1000000,100000,"International Bank","BS",1996,"Touring",27000,"4+","DSL",22
1170,"Sample Bike Store",300000,30000,"Primary Bank & Reserve","BM",1976,"Road",7000,"AW","DSL",5
1172,"Extras Sporting Goods",300000,30000,"International Security","BM",1970,"Road",7000,"3","DSL",2
1180,"Purple Bicycle Company",1000000,100000,"Guardian Bank","BM",2000,"Road",27000,"2","DSL",20
1192,"Non-Slip Pedal Company",300000,30000,"International Security","BM",1975,"Road",11000,"AW","DSL",8
1194,"Variety Bike Outlet",300000,30000,"Guardian Bank","BM",1970,"Mountain",9000,"AW","DSL",6
1196,"Weekend Bike Tours",300000,30000,"Primary International","BM",1978,"Road",7000,"AW","DSL",4
1206,"Capable Sales and Service",300000,30000,"Primary Bank & Reserve","BM",1981,"Mountain",10000,"4+","DSL",3
1208,"Little Sports Center",300000,30000,"International Security","BM",1976,"Touring",10000,"4+","DSL",4
1214,"Sturdy Toys",300000,30000,"Reserve Security","BM",1987,"Mountain",9000,"2","DSL",7
1218,"Fad Outlet",300000,30000,"International Bank","BM",1990,"Road",8000,"AW","DSL",9
1238,"Consolidated Messenger",300000,30000,"Guardian Bank","BM",1982,"Road",7000,"3","DSL",8
1252,"Up-To-Date Sports",1000000,100000,"International Security","BM",2000,"Mountain",26000,"4+","DSL",20
1266,"Reasonable Bicycle Sales",300000,30000,"International Security","BM",1970,"Road",10000,"3","DSL",6
1268,"Out-of-the-Way Hotels",300000,30000,"Guardian Bank","BM",1978,"Mountain",8000,"3","DSL",4
1270,"Outdoor Sports Supply",300000,30000,"Primary International","BM",1973,"Mountain",9000,"AW","DSL",2
1272,"Outdoor Aerobic Systems Company",300000,30000,"Reserve Security","BM",1981,"Road",8000,"AW","DSL",3
1274,"Self-Contained Cycle Parts Company",300000,30000,"United Security","BM",1976,"Road",7000,"3","DSL",4
1278,"Many Bikes Store",300000,30000,"Primary Bank & Reserve","BM",1979,"Mountain",10000,"3","DSL",6
1376,"Sports Products Store",1000000,100000,"Primary Bank & Reserve","BS",1971,"Road",26000,"4+","DSL",28
1378,"Selected Distributors",1000000,100000,"International Bank","BS",1998,"Mountain",27000,"3","DSL",27
1392,"Discount Tours",1000000,100000,"International Security","BS",1971,"Road",28000,"4+","DSL",28
1436,"Practical Bike Supply Company",1000000,100000,"International Security","BS",2001,"Mountain",26000,"3","DSL",25
1448,"Friendly Neighborhood Bikes",1000000,100000,"United Security","BS",1998,"Mountain",28000,"4+","DSL",27
1452,"Preferable Bikes",1000000,100000,"Primary Bank & Reserve","BS",2001,"Touring",24000,"4+","DSL",29
1470,"All Cycle Shop",1000000,100000,"Primary International","BS",1998,"Mountain",25000,"3","DSL",27
1472,"Tachometers and Accessories",1000000,100000,"Reserve Security","BS",1971,"Mountain",25000,"4+","DSL",28
1886,"Trendy Department Stores",300000,30000,"International Bank","BM",1976,"Touring",9000,"AW","DSL",5
1888,"Vintage Sport Boutique",300000,30000,"Primary Bank & Reserve","BM",1970,"Touring",9000,"AW","DSL",2
1906,"Regional Cycle Shop",300000,30000,"Reserve Security","BM",1975,"Road",10000,"2","DSL",8
1908,"Rural Bicycle Supply",300000,30000,"United Security","BM",1970,"Mountain",10000,"4+","DSL",6
1928,"Quick Parts and Service",300000,30000,"International Security","BM",1984,"Touring",7000,"4+","DSL",5
1930,"Reliable Brake Systems",300000,30000,"Guardian Bank","BM",1979,"Mountain",7000,"3","DSL",6
1932,"Thrifty Parts and Sales",300000,30000,"Primary International","BM",1987,"Road",8000,"2","DSL",7
1992,"Totes & Baskets Company",300000,30000,"Guardian Bank","BM",1970,"Road",6000,"4+","DSL",2
304,"Bicycle Accessories and Kits",300000,30000,"Primary Bank & Reserve","BM",1990,"Mountain",7000,"AW","T1",9
320,"Metropolitan Sales and Rental",300000,30000,"Guardian Bank","BM",1976,"Road",6000,"AW","T1",4
324,"Valley Toy Store",300000,30000,"Reserve Security","BM",1979,"Mountain",9000,"2","T1",6
336,"Imported and Domestic Cycles",1000000,100000,"United Security","BM",2000,"Road",24000,"2","T1",20
350,"Twin Cycles",800000,80000,"International Security","BM",1988,"Touring",21000,"AW","T1",11
364,"Leading Bike Distributors",800000,80000,"Reserve Security","BS",1978,"Road",18000,"3","T1",13
384,"Seaside Bike Works",800000,80000,"International Security","BM",1970,"Touring",19000,"3","T1",10
392,"Small Cycle Store",1000000,100000,"United Security","BS",1971,"Road",25000,"3","T1",28
394,"Blue-Ribbon Bike Company",300000,30000,"Primary International","BM",1970,"Touring",9000,"AW","T1",6
404,"Margie's Travel",1500000,150000,"Reserve Security","BS",1972,"Mountain",35000,"2","T1",34
426,"Cross-town Parts Shop",800000,80000,"Guardian Bank","BS",1990,"Road",23000,"2","T1",19
438,"First-Rate Outlet",1000000,100000,"Primary International","BM",2000,"Road",26000,"3","T1",20
444,"Fourth Bike Store",300000,30000,"United Security","BM",1981,"Touring",9000,"AW","T1",3
488,"Historic Bicycle Sales",1500000,150000,"Reserve Security","BS",1982,"Mountain",38000,"2","T1",40
510,"Bikes for Two",800000,80000,"United Security","BM",1994,"Mountain",22000,"3","T1",18
524,"Lots of Bikes Storehouse",3000000,300000,"International Bank","OS",1990,"Mountain",73000,"2","T1",76
548,"Eastside Sporting Goods",800000,80000,"Primary International","BM",2000,"Road",19000,"AW","T1",17
570,"Professional Cycle Store",300000,30000,"Primary International","BM",1970,"Mountain",10000,"2","T1",2
598,"Sheet Metal Manufacturing",800000,80000,"International Security","BM",1997,"Road",19000,"3","T1",17
600,"Thorough Parts and Repair Services",800000,80000,"Guardian Bank","BM",1975,"Road",22000,"2","T1",18
612,"Metro Cycle Shop",3000000,300000,"Guardian Bank","OS",1989,"Mountain",74000,"3","T1",83
628,"Ace Bicycle Supply",3000000,300000,"Primary International","OS",1992,"Mountain",73000,"3","T1",81
630,"Rural Department Store",1500000,150000,"United Security","BS",1990,"Touring",35000,"3","T1",31
632,"Sports Commodities",1500000,150000,"International Bank","BS",1984,"Mountain",37000,"2","T1",32
638,"Responsible Bike Dealers",1500000,150000,"International Security","BS",1989,"Mountain",40000,"2","T1",49
640,"Western Bike Supplies",1500000,150000,"Primary Bank & Reserve","BS",1994,"Road",38000,"3","T1",48
690,"Kids and Adults Cycle Shop",3000000,300000,"Primary Bank & Reserve","OS",1974,"Mountain",75000,"2","T1",93
696,"Extreme Riding Supplies",3000000,300000,"Reserve Security","OS",1986,"Touring",79000,"3","T1",96
710,"Wonderful Bikes Inc.",1500000,150000,"International Security","BS",1983,"Road",37000,"3","T1",34
722,"Pedals Warehouse",800000,80000,"Primary Bank & Reserve","BS",1984,"Road",20000,"2","T1",16
724,"Two Wheels Cycle Store",800000,80000,"International Security","BS",1978,"Road",22000,"2","T1",13
738,"Sixth Bike Store",1500000,150000,"United Security","BS",1985,"Mountain",37000,"2","T1",42
764,"Fashionable Bikes and Accessories",3000000,300000,"Guardian Bank","OS",1972,"Mountain",76000,"3","T1",90
778,"One-Piece Handle Bars",3000000,300000,"Guardian Bank","OS",1992,"Mountain",80000,"3","T1",97
802,"Successful Sales Company",1500000,150000,"Guardian Bank","BS",1997,"Road",38000,"3","T1",46
808,"Registered Cycle Store",3000000,300000,"Reserve Security","OS",1983,"Mountain",77000,"3","T1",87
816,"Farthermost Bike Shop",300000,30000,"Guardian Bank","BM",1987,"Road",8000,"3","T1",7
828,"Vigorous Exercise Company",3000000,300000,"Guardian Bank","OS",1979,"Mountain",72000,"2","T1",61
830,"Showcase for Cycles",3000000,300000,"International Security","OS",1996,"Road",71000,"2","T1",64
842,"Sensational Discount Store",3000000,300000,"Guardian Bank","OS",1987,"Road",73000,"2","T1",80
848,"Satin Finish Company",3000000,300000,"International Bank","OS",1979,"Mountain",74000,"2","T1",66
858,"Roadway Bike Emporium",3000000,300000,"Primary International","OS",1998,"Touring",68000,"3","T1",52
880,"The Bike Shop",3000000,300000,"United Security","OS",1993,"Mountain",73000,"3","T1",70
882,"Safe Toys",3000000,300000,"Reserve Security","OS",1998,"Mountain",74000,"2","T1",73
890,"Expert Sports Store",3000000,300000,"Primary Bank & Reserve","OS",1992,"Mountain",77000,"3","T1",81
906,"Fitness Bike Accessories",1500000,150000,"Reserve Security","BS",1986,"Touring",39000,"3","T1",47
912,"Retail Cycle Shop",1500000,150000,"Primary Bank & Reserve","BS",1997,"Mountain",38000,"3","T1",46
934,"A Bike Store",300000,30000,"International Bank","BM",1970,"Road",7000,"AW","T1",2
938,"Two Bike Shops",800000,80000,"International Security","BM",1991,"Road",20000,"3","T1",14
1012,"Stylish Department Stores",1500000,150000,"Primary Bank & Reserve","BS",1983,"Road",39000,"3","T1",34
1028,"Progressive Sports",800000,80000,"International Security","BS",1972,"Mountain",18000,"3","T1",10
1030,"Underglaze and Finish Company",800000,80000,"Reserve Security","BM",1993,"Road",18000,"AW","T1",11
1052,"Traditional Department Stores",800000,80000,"International Security","BM",1994,"Mountain",18000,"2","T1",14
1054,"Eastside Cycle Shop",800000,80000,"Guardian Bank","BM",1988,"Touring",21000,"2","T1",11
1064,"Retread Tire Company",800000,80000,"Reserve Security","BM",1975,"Road",20000,"2","T1",18
1068,"Superior Hardware Distributors",1000000,100000,"International Bank","BM",2000,"Mountain",25000,"2","T1",20
1090,"General Associates",300000,30000,"Primary International","BM",1976,"Road",9000,"2","T1",4
1092,"Good Toys",300000,30000,"Reserve Security","BM",1984,"Road",9000,"3","T1",5
1126,"Hardware Components",3000000,300000,"Reserve Security","OS",1977,"Mountain",75000,"2","T1",91
1144,"Retail Discount Store",1500000,150000,"Guardian Bank","BS",1983,"Road",37000,"3","T1",34
1158,"Paints and Solvents Company",800000,80000,"Guardian Bank","BS",1978,"Touring",18000,"3","T1",13
1160,"West Wind Distributors",1000000,100000,"International Bank","BS",2001,"Touring",27000,"3","T1",29
1168,"Optimal Bikes",300000,30000,"International Bank","BM",1982,"Road",10000,"2","T1",8
1190,"Mechanical Brake Manufacturers",800000,80000,"Primary Bank & Reserve","BM",1970,"Touring",21000,"3","T1",10
1212,"Road Way Sales and Rental",300000,30000,"Primary International","BM",1979,"Mountain",10000,"3","T1",6
1216,"Beneficial Exercises and Activities",300000,30000,"United Security","BM",1982,"Road",9000,"2","T1",8
1260,"Closest Bicycle Store",800000,80000,"United Security","BM",1976,"Mountain",22000,"3","T1",12
1280,"Largest Bike Store",300000,30000,"International Security","BM",1987,"Road",7000,"AW","T1",7
1282,"Kickstands and Accessories Company",300000,30000,"Guardian Bank","BM",1982,"Touring",10000,"2","T1",8
1284,"Instruments and Parts Company",300000,30000,"Primary International","BM",1990,"Touring",8000,"3","T1",9
1286,"Neighborhood Bicycle Storehouse",800000,80000,"Reserve Security","BM",1985,"Touring",17000,"3","T1",10
1288,"Gear-Shift Bikes Limited",800000,80000,"United Security","BM",1993,"Road",21000,"AW","T1",11
1290,"Frugal Bike Shop",800000,80000,"International Bank","BM",1988,"Mountain",21000,"2","T1",12
1296,"Trailblazing Sports",3000000,300000,"Primary Bank & Reserve","OS",1977,"Mountain",78000,"3","T1",91
1304,"Authorized Bike Sales and Rental",3000000,300000,"Primary International","OS",1980,"Touring",75000,"3","T1",95
1306,"Two-Seater Bikes",3000000,300000,"Guardian Bank","OS",1986,"Touring",80000,"2","T1",96
1316,"Wheelsets Storehouse",3000000,300000,"Primary International","OS",1979,"Road",73000,"2","T1",66
1346,"Fitness Hotel",3000000,300000,"United Security","OS",1990,"Road",75000,"2","T1",76
1350,"Every Bike Shop",3000000,300000,"Primary International","OS",1987,"Road",76000,"2","T1",80
1352,"Grand Industries",3000000,300000,"Guardian Bank","OS",1992,"Touring",77000,"2","T1",81
1396,"Racing Tours",1500000,150000,"International Bank","BS",1983,"Mountain",36000,"3","T1",34
1398,"Oils and Fluids Warehouse",1500000,150000,"United Security","BS",1995,"Mountain",37000,"3","T1",37
1406,"Professional Cyclists",3000000,300000,"Primary Bank & Reserve","OS",1998,"Road",77000,"3","T1",98
1414,"Bike Dealers Association",1500000,150000,"United Security","OS",1974,"Road",40000,"3","T1",40
1424,"Closeout Boutique",3000000,300000,"Primary Bank & Reserve","OS",1999,"Mountain",70000,"3","T1",55
1438,"Some Discount Store",1000000,100000,"Guardian Bank","BS",1996,"Mountain",27000,"2","T1",22
1474,"Cycles Sales and Repair",1000000,100000,"United Security","BS",2001,"Touring",26000,"3","T1",29
1488,"City Cycling",1500000,150000,"United Security","BS",1976,"Road",37000,"2","T1",36
1804,"Cycle Clearance",1500000,150000,"Reserve Security","BS",1991,"Touring",40000,"2","T1",46
1852,"Top Bike Market",3000000,300000,"International Bank","OS",1987,"Touring",75000,"3","T1",80
1862,"Racing Association",3000000,300000,"International Security","OS",1986,"Road",76000,"3","T1",85
1866,"Gears and Parts Company",3000000,300000,"International Bank","OS",1983,"Touring",74000,"2","T1",87
1894,"The Bike Outlet",800000,80000,"Primary Bank & Reserve","BM",2000,"Touring",21000,"2","T1",19
1904,"Mobile Outlet",800000,80000,"Primary International","BM",1970,"Road",17000,"2","T1",10
1910,"Wingtip Toys",800000,80000,"International Bank","BM",1999,"Mountain",20000,"3","T1",15
1912,"The Cycle Store",800000,80000,"Primary Bank & Reserve","BM",1994,"Mountain",22000,"3","T1",16
1920,"Timely Shipping Service",1000000,100000,"Reserve Security","BM",2000,"Mountain",24000,"2","T1",20
1926,"Fitness Toys",800000,80000,"Primary Bank & Reserve","BM",1988,"Touring",21000,"2","T1",11
1934,"A Typical Bike Shop",300000,30000,"Reserve Security","BM",1982,"Road",8000,"AW","T1",8
1958,"Ultimate Bicycle Company",3000000,300000,"International Security","OS",1974,"Mountain",78000,"2","T1",94
1978,"Exercise Center",800000,80000,"Guardian Bank","BM",1975,"Mountain",23000,"2","T1",19
1984,"Nearby Cycle Shop",800000,80000,"United Security","BM",1994,"Mountain",20000,"2","T1",14
1986,"Recreation Toy Store",800000,80000,"International Bank","BM",1988,"Mountain",17000,"3","T1",11
2051,"A Bicycle Association",800000,80000,"International Security","BM",1975,"Touring",19000,"2","T1",18
294,"Professional Sales and Service",800000,80000,"International Bank","BM",1991,"Touring",18000,"4+","T1",14
310,"New Bikes Company",1500000,150000,"International Security","OS",1974,"Road",39000,"4+","T1",40
380,"Workout Emporium",1500000,150000,"International Bank","BS",1976,"Touring",39000,"4+","T1",36
400,"Exertion Activities Club",1500000,150000,"Guardian Bank","BS",1984,"Touring",38000,"4+","T1",32
406,"Kickstand Sellers",300000,30000,"International Bank","BM",1981,"Mountain",8000,"4+","T1",3
408,"Nearest Bike Store",300000,30000,"Primary Bank & Reserve","BM",1976,"Touring",8000,"4+","T1",4
430,"Center Cycle Shop",1000000,100000,"Primary Bank & Reserve","BM",2000,"Road",25000,"4+","T1",20
436,"Second Bike Shop",800000,80000,"Guardian Bank","BM",2000,"Road",21000,"4+","T1",19
470,"Unicycles, Bicycles, and Tricycles",800000,80000,"Reserve Security","BS",1972,"Touring",17000,"4+","T1",10
490,"Commuter Bicycle Store",800000,80000,"Reserve Security","BM",1987,"Touring",22000,"4+","T1",17
502,"Eighty Toy Stores",1500000,150000,"Primary International","BS",1985,"Road",37000,"4+","T1",42
506,"Third Bike Store",1500000,150000,"United Security","BS",1988,"Road",37000,"4+","T1",44
518,"Latest Sports Equipment",800000,80000,"Guardian Bank","BM",1991,"Mountain",18000,"4+","T1",14
520,"Modern Bike Store",800000,80000,"Primary International","BM",1999,"Road",21000,"4+","T1",15
532,"North Bike Company",1500000,150000,"Primary Bank & Reserve","BS",1982,"Road",37000,"4+","T1",40
534,"Prosperous Tours",3000000,300000,"Guardian Bank","OS",1999,"Road",79000,"4+","T1",99
586,"Alternative Vehicles",1500000,150000,"Primary Bank & Reserve","BS",1983,"Road",41000,"4+","T1",45
610,"Mountain Emporium",1500000,150000,"Reserve Security","BS",1998,"Mountain",37000,"4+","T1",31
616,"Tread Industries",3000000,300000,"Primary Bank & Reserve","OS",1986,"Mountain",77000,"4+","T1",85
676,"Inexpensive Parts Shop",1500000,150000,"Guardian Bank","BS",1972,"Mountain",35000,"4+","T1",34
704,"Only Bikes and Accessories",1500000,150000,"United Security","BS",1992,"Mountain",40000,"4+","T1",43
712,"Another Sporting Goods Company",1500000,150000,"Guardian Bank","BS",1998,"Road",37000,"4+","T1",31
718,"First Supplies",1000000,100000,"United Security","BS",1996,"Touring",26000,"4+","T1",22
726,"Westside Cycle Store",800000,80000,"Guardian Bank","BS",1972,"Road",20000,"4+","T1",10
734,"Superlative Bikes",1500000,150000,"Reserve Security","BS",1996,"Mountain",36000,"4+","T1",30
746,"Grand Sport Boutique",1500000,150000,"Guardian Bank","BS",1991,"Road",39000,"4+","T1",46
752,"Elemental Sporting Goods",1500000,150000,"United Security","BS",1989,"Mountain",41000,"4+","T1",49
754,"Distinctive Store",1500000,150000,"International Bank","BS",1997,"Road",37000,"4+","T1",46
760,"Handy Bike Services",3000000,300000,"Reserve Security","OS",1975,"Mountain",76000,"4+","T1",88
770,"Best Cycle Store",3000000,300000,"International Bank","OS",1974,"Touring",78000,"4+","T1",93
788,"Paint Supply",3000000,300000,"Primary Bank & Reserve","OS",1972,"Mountain",78000,"4+","T1",90
794,"Rewarding Activities Company",3000000,300000,"Reserve Security","OS",1974,"Road",76000,"4+","T1",93
852,"Original Bicycle Supply Company",1500000,150000,"International Bank","OS",1980,"Mountain",38000,"4+","T1",43
862,"Retail Sporting Equipment",3000000,300000,"International Security","OS",1999,"Mountain",72000,"4+","T1",58
888,"Lustrous Paints and Components",3000000,300000,"International Security","OS",1987,"Road",77000,"4+","T1",80
924,"Riding Excursions",1000000,100000,"International Bank","BS",1971,"Road",27000,"4+","T1",28
942,"Wheels Inc.",800000,80000,"Primary International","BM",1994,"Road",19000,"4+","T1",16
944,"Number One Bike Co.",1500000,150000,"Guardian Bank","BS",1982,"Road",40000,"4+","T1",40
950,"The Bicycle Accessories Company",1500000,150000,"United Security","BS",1980,"Road",37000,"4+","T1",43
952,"Active Systems",1500000,150000,"International Bank","BS",1988,"Road",39000,"4+","T1",44
962,"Spa and Exercise Outfitters",3000000,300000,"Primary International","OS",1998,"Mountain",79000,"4+","T1",98
970,"Primary Bike Distributors",1500000,150000,"Reserve Security","OS",1986,"Road",39000,"4+","T1",46
972,"Major Bicycle Store",1500000,150000,"Primary International","OS",1992,"Touring",41000,"4+","T1",49
976,"Genial Bike Associates",3000000,300000,"International Security","OS",1999,"Mountain",70000,"4+","T1",55
982,"Steel Inc.",3000000,300000,"Guardian Bank","OS",1991,"Road",74000,"4+","T1",67
992,"Latest Accessories Sales",1500000,150000,"Reserve Security","BS",1988,"Road",38000,"4+","T1",44
996,"Hometown Riding Supplies",1500000,150000,"International Bank","BS",1991,"Mountain",38000,"4+","T1",46
1006,"Economic Parts Supply",1500000,150000,"Reserve Security","BS",1992,"Road",40000,"4+","T1",43
1014,"Bike World",1500000,150000,"International Security","BS",1998,"Mountain",35000,"4+","T1",31
1016,"Central Discount Store",1000000,100000,"Guardian Bank","BS",1971,"Mountain",25000,"4+","T1",28
1018,"Trusted Catalog Store",1000000,100000,"Primary International","BS",2001,"Mountain",25000,"4+","T1",25
1042,"Popular Bike Lines",800000,80000,"Primary International","BM",1987,"Touring",20000,"4+","T1",17
1066,"Small Bike Shop",800000,80000,"United Security","BM",2000,"Mountain",23000,"4+","T1",19
1072,"Producer Goods Clearinghouse",800000,80000,"International Security","BM",1988,"Road",22000,"4+","T1",16
1096,"Retail Toy Store",300000,30000,"International Bank","BM",1987,"Road",8000,"4+","T1",7
1132,"General Industries",1500000,150000,"Primary International","BS",1994,"Road",42000,"4+","T1",48
1136,"Rental Bikes",1500000,150000,"United Security","BS",1997,"Road",40000,"4+","T1",46
1154,"Instant Cycle Store",800000,80000,"Primary Bank & Reserve","BS",1990,"Road",23000,"4+","T1",19
1178,"Enterprise Center",800000,80000,"International Security","BM",2000,"Touring",23000,"4+","T1",19
1228,"District Mall",800000,80000,"Reserve Security","BM",1991,"Road",19000,"4+","T1",14
1236,"Twelfth Bike Store",800000,80000,"International Security","BM",1997,"Mountain",21000,"4+","T1",18
1324,"Metro Sports Equipment",1500000,150000,"International Security","OS",1992,"Mountain",41000,"4+","T1",49
