BusinessEntityID,Name,AddressType,AddressLine1,AddressLine2,City,StateProvinceName,PostalCode,CountryRegionName
1378,"Selected Distributors","Main Office","99535 Dallas Highway","","Marietta","Georgia","30060","United States"
1878,"Immediate Repair Shop","Main Office","9963 Tresser Blvd.","","Stamford","Connecticut","06901","United States"
452,"Field Trip Inc","Main Office","997000 Telegraph Rd.","","Southfield","Michigan","48034","United States"
544,"Painters Bicycle Specialists","Main Office","9975 Union St.","","Waterbury","Connecticut","06710","United States"
360,"Novelty Bikes","Main Office","998 Forest Road","","Saginaw","Michigan","48601","United States"
1824,"Major Sporting Goods","Main Office","9980 S Alma School Road","","Chandler","Arizona","85225","United States"
746,"Grand Sport Boutique","Main Office","99800 Tittabawasee Rd.","","Saginaw","Michigan","48601","United States"
1136,"Rental Bikes","Main Office","99828 Routh Street, Suite 825","","Dallas","Texas","75201","United States"
752,"Elemental Sporting Goods","Main Office","99842 White Mill East","","Decatur","Georgia","30030","United States"
952,"Active Systems","Main Office","9995 West Central Entrance","","Duluth","Minnesota","55802","United States"
1248,"Glossy Bikes","Main Office","Adirondack Factory Outlet","","Lake George","New York","12845","United States"
424,"Bikes Anyone?","Main Office","Ames Plaza","","Saugus","Massachusetts","01906","United States"
1036,"Mountain Bike Store","Main Office","Amity Plaza","","New Haven","Connecticut","06510","United States"
570,"Professional Cycle Store","Main Office","Arcadia Crossing","","Phoenix","Arizona","85004","United States"
1240,"Daring Rides","Main Office","Bay Area Outlet Mall","","Clearwater","Florida","33755","United States"
368,"Brightwork Company","Main Office","Belz Factory Outlet","","Las Vegas","Nevada","89106","United States"
1898,"Valuable Bike Parts Company","Main Office","Belz Factory Outlet","","Orlando","Florida","32804","United States"
334,"Global Plaza","Main Office","Belz Factory Outlet","","Pigeon Forge","Tennessee","37863","United States"
522,"Raw Materials Inc","Main Office","Bldg. 9n/99298","","Redmond","Washington","98052","United States"
308,"Valley Bicycle Specialists","Main Office","Blue Ridge Mall","","Kansas City","Missouri","64106","United States"
1450,"Guaranteed Sales and Service","Main Office","Buckeye Factory Shops","","Burbank","Ohio","44214","United States"
710,"Wonderful Bikes Inc.","Main Office","C/O Arrow Electronics","","Memphis","Tennessee","38103","United States"
1266,"Reasonable Bicycle Sales","Main Office","C/O Starpak, Inc.","","Greeley","Colorado","80631","United States"
1164,"Consolidated Sales","Main Office","Carolina Factory Shops","","Gaffney","South Carolina","29340","United States"
1094,"Little Bicycle Supply Shop","Main Office","Cedar Creek Stores","","Mosinee","Wisconsin","54455","United States"
878,"Bicycle Outfitters","Main Office","Cherry Grove Plaza","","Cincinnati","Ohio","45202","United States"
1126,"Hardware Components","Main Office","City Center","","Minneapolis","Minnesota","55402","United States"
832,"Lease-a-Bike Shop","Main Office","Connecticut Post Mall","","Milford","Connecticut","06460","United States"
1462,"Small Bike Accessories Shop","Main Office","Consumer Square","","Cheektowaga","New York","14227","United States"
788,"Paint Supply","Main Office","Corporate Office","","Garland","Texas","75040","United States"
1096,"Retail Toy Store","Main Office","Dadeland Mall, Space 25090","","Miami","Florida","33127","United States"
1070,"Fitness Sport Boutique","Main Office","Dansk Square","","Kittery","Maine","03904","United States"
480,"Front Runner Bikes","Main Office","DeSouth Square","","Bradenton","Florida","34205","United States"
388,"Remarkable Bike Store","Main Office","Eastern Beltway Center","","Las Vegas","Nevada","89106","United States"
318,"Great Bikes","Main Office","Eastridge Mall","","Casper","Wyoming","82601","United States"
698,"Bike Rims Company","Main Office","Edgewater Mall","","Biloxi","Mississippi","39530","United States"
1806,"Black Bicycle Company","Main Office","Factory Merchants","","Branson","Missouri","65616","United States"
366,"Activity Center","Main Office","Factory Stores Of America","","Crossville","Tennessee","38555","United States"
862,"Retail Sporting Equipment","Main Office","Factory Stores Of America","","Mesa","Arizona","85201","United States"
1902,"Chain and Chain Tool Distributions","Main Office","Factory Stores Of America","","Smithfield","North Carolina","27577","United States"
850,"Regional Manufacturing","Main Office","Factory Stores/tucson","","Tucson","Arizona","85701","United States"
1390,"Contoso, Ltd.","Main Office","Fiesta Trail Shopping Center","","San Antonio","Texas","78204","United States"
342,"Mountain Toy Store","Main Office","First Colony Mall","","Sugar Land","Texas","77478","United States"
326,"Worthwhile Activity Store","Main Office","Flagler Park Plaza","","Miami","Florida","33127","United States"
654,"Ultimate Bike Shop","Main Office","Foothills Mall","","Maryville","Tennessee","37801","United States"
462,"Sporting Goods and Bicycle Shop","Main Office","Fort Henry Mall","","Kingsport","Tennessee","37660","United States"
486,"Global Sporting Goods","Main Office","Fountains On The Lake","","Stafford","Texas","77477","United States"
1438,"Some Discount Store","Main Office","Frontier Mall","","Cheyenne","Wyoming","82001","United States"
352,"Tiny Bike Boutique","Main Office","Fsa Outlet Center","","Nashville","Tennessee","37203","United States"
992,"Latest Accessories Sales","Main Office","Gateway","","Portland","Oregon","97205","United States"
364,"Leading Bike Distributors","Main Office","Grand Central Place","","Somerset","Kentucky","42501","United States"
320,"Metropolitan Sales and Rental","Main Office","Granite State Marketplace","","Hooksett","New Hampshire","03106","United States"
576,"Independent Outlet","Main Office","Great Northern Mall Hwy4 & Rt. 31","","Clay","New York","13041","United States"
1270,"Outdoor Sports Supply","Main Office","Great Northwestern","","North Bend","Washington","98045","United States"
1052,"Traditional Department Stores","Main Office","Green Acres Mall","","Valley Stream","New York","11580","United States"
340,"eCommerce Bikes","Main Office","Gulfport Factory Shops","","Gulfport","Mississippi","39501","United States"
1922,"A Cycle Shop","Main Office","Heritage Mall","","Albany","Oregon","97321","United States"
568,"Hobby Store","Main Office","Highland Lakes Shopping Ctr.","","Orlando","Florida","32804","United States"
310,"New Bikes Company","Main Office","Hilton Head Factory Outlets No. 25","","Bluffton","South Carolina","29910","United States"
536,"Nonskid Tire Company","Main Office","Holiday Village Mall","","Great Falls","Montana","59401","United States"
1436,"Practical Bike Supply Company","Main Office","Horizon Outlet","","Woodbury","Minnesota","55125","United States"
392,"Small Cycle Store","Main Office","Horizon Outlet Center","","Holland","Michigan","49423","United States"
916,"Blue Bicycle Company","Main Office","Horizon Outlet Center","","Monroe","Michigan","98272","United States"
1456,"Sunny Place Bikes","Main Office","Horizon Outlet Center","","Vero Beach","Florida","32960","United States"
836,"Active Cycling","Main Office","Indian Mound Mall","","Heath","Ohio","43056","United States"
692,"Grand Discount Store","Main Office","Indiana Factory Shops","","Daleville","Indiana","47334","United States"
298,"The Bike Mechanics","Main Office","Johnny Appleseed Shop.center","","Mansfield","Ohio","44903","United States"
1448,"Friendly Neighborhood Bikes","Main Office","Johnson Creek","","Johnson Creek","Wisconsin","53038","United States"
1050,"First Bike Store","Main Office","Kansas City Factory Outlet","","Odessa","Missouri","64076","United States"
1976,"Exhilarating Cycles","Main Office","Kensington Valley Shops","","Howell","Michigan","48843","United States"
344,"Retail Sales and Service","Main Office","Lake Region Factory Outlet","","Tilton","New Hampshire","03276","United States"
902,"Cash & Carry Bikes","Main Office","Lakeline Mall","","Cedar Park","Texas","78613","United States"
1834,"Bike Experts","Main Office","Lancaster Mall","","Salem","Oregon","97301","United States"
306,"Clamps & Brackets Co.","Main Office","Leesburg Premium Outlet Centre","","Leesburg","Virginia","20176","United States"
870,"Vast Bike Sales and Rental","Main Office","Lewis County Mall","","Chehalis","Washington","98532","United States"
304,"Bicycle Accessories and Kits","Main Office","Lewiston Mall","","Lewiston","Idaho","83501","United States"
1968,"Solid Bike Parts","Main Office","Lincoln Square","","Arlington","Texas","76010","United States"
1074,"Recreation Systems","Main Office","Logansport Mall","","Logansport","Indiana","46947","United States"
1812,"Maintenance and Repair for Bicycles","Main Office","Lone Star Factory","","La Marque","Texas","77568","United States"
292,"Next-Door Bike Store","Main Office","Mall Of Memphis","","Memphis","Tennessee","38103","United States"
1120,"Rural Sales and Service","Main Office","Management Mall","","San Antonio","Texas","78204","United States"
898,"Tough and Reliable Parts","Main Office","Market Square Shopping Center","","Lakeland","Florida","33801","United States"
858,"Roadway Bike Emporium","Main Office","Medford","","Medford","Oregon","97504","United States"
1034,"The Accessories Store","Main Office","Medford Outlet Center","","Medford","Minnesota","55049","United States"
1868,"Executive Gift Store","Main Office","New Castle Plaza","","New Castle","Indiana","47362","United States"
1468,"Village Tours","Main Office","Newport Shopping Center","","Newport","Kentucky","41071","United States"
1084,"Running and Cycling Gear","Main Office","No. 60 Bellis Fair Parkway","","Bellingham","Washington","98225","United States"
546,"Client Discount Store","Main Office","Noah Lane","","Chicago","Illinois","60610","United States"
656,"Outstanding Cycles","Main Office","North 93270 Newport Highway","","Spokane","Washington","99202","United States"
1100,"All Seasons Sports Supply","Main Office","Ohms Road","","Houston","Texas","77003","United States"
554,"Racks and Security Systems","Main Office","One Equinox Way","","Sunrise","Florida","33322","United States"
1318,"Town Industries","Main Office","P.O. Box 6256916","","Dallas","Texas","75201","United States"
716,"Famous Bike Sales and Service","Main Office","P.O. Box 9005","","Endicott","New York","13760","United States"
650,"Distance Bikes","Main Office","Park North Business Center","","Clarkston","Georgia","30021","United States"
1862,"Racing Association","Main Office","Parkway City Mall","","Huntsville","Alabama","35801","United States"
1460,"Cycles and Scooters","Main Office","Peach Festival Outlet","","Byron","Georgia","31008","United States"
1202,"Noiseless Gear Company","Main Office","Peachtree Mall","","Columbus","Georgia","31901","United States"
988,"Manufacturers Inc","Main Office","Po Box 08050","","Nashville","Tennessee","37203","United States"
1362,"Metro Bike Mart","Main Office","Po Box 2257","","Greensboro","North Carolina","27412","United States"
450,"Unsurpassed Bikes","Main Office","Po Box 8035996","","Dallas","Texas","75201","United States"
1330,"Elite Bikes","Main Office","Po Box 8259024","","Dallas","Texas","75201","United States"
422,"Bike Boutique","Main Office","Polaris Town Center","","Columbus","Ohio","43215","United States"
1372,"Friendly Bike Shop","Main Office","Port Huron","","Port Huron","Michigan","48060","United States"
1204,"Racing Toys","Main Office","Prime Outlets","","Phoenix","Arizona","85004","United States"
1820,"Strong Metal Manufacturing","Main Office","Pyramid Mall","","Ithaca","New York","14850","United States"
488,"Historic Bicycle Sales","Main Office","Redford Plaza","","Redford","Michigan","48239","United States"
1924,"Bike Products and Accessories","Main Office","Regency Hilltop Shopping Cntr","","Virginia Beach","Virginia","23451","United States"
872,"Summer Sports Place","Main Office","Ring Plaza","","Norridge","Illinois","60706","United States"
348,"Bold Bike Accessories","Main Office","Rocky Mountain Pines Outlet","","Loveland","Colorado","80537","United States"
600,"Thorough Parts and Repair Services","Main Office","S Sound Ctr Suite 25300","","Lacey","Washington","98503","United States"
520,"Modern Bike Store","Main Office","Saltonstall Parkway","","East Haven","Connecticut","06512","United States"
800,"Stationary Bikes and Stands","Main Office","Sapp Road West","","Round Rock","Texas","78664","United States"
884,"Qualified Sales and Repair Services","Main Office","Savannah Festival Outlet","","Savannah","Georgia","31401","United States"
1918,"Simple Bike Parts","Main Office","Silver Sands Factory Outlet","","Destin","Florida","32541","United States"
390,"Road-Way Mart","Main Office","Southgate Mall","","Missoula","Montana","59801","United States"
1848,"Designer Department Stores","Main Office","Southwest Outlet","","Hillsboro","Texas","76645","United States"
764,"Fashionable Bikes and Accessories","Main Office","Sports Store At Park City","","Park City","Utah","84098","United States"
1822,"Gift and Toy Store","Main Office","Sports Stores @ Tuscola","","Tuscola","Illinois","61953","United States"
890,"Expert Sports Store","Main Office","Spring Meadows Place","","Holland","Ohio","43528","United States"
1374,"Yellow Bicycle Company","Main Office","St. Louis Marketplace","","Saint Louis","Missouri","63103","United States"
1086,"Seventh Bike Store","Main Office","Stateline Plaza","","Plaistow","New Hampshire","03865","United States"
296,"Riders Company","Main Office","Tanger Factory","","Branch","Minnesota","55056","United States"
1912,"The Cycle Store","Main Office","The Corner Shopping Center","","Falls Church","Virginia","22046","United States"
1846,"Honest Repair Service","Main Office","Three Rivers Mall","","Kelso","Washington","98626","United States"
1872,"Budget Bike Company","Main Office","Tom Morris","","Millington","Tennessee","38054","United States"
1836,"Extraordinary Bike Works","Main Office","Town East Center","","Mesquite","Texas","75149","United States"
904,"Convenient Bike Shop","Main Office","Tree Plaza","","Braintree","Massachusetts","02184","United States"
362,"Distinctive Cycles Sales & Service","Main Office","Turfway Retail Center","","Florence","Kentucky","41042","United States"
910,"Quitting Business Distributors","Main Office","University Plaza","","Tampa","Florida","33602","United States"
402,"Impromptu Trips","Main Office","Valley Mall","","Union Gap","Washington","98903","United States"
1904,"Mobile Outlet","Main Office","Walnut Hill Plaza","","Woonsocket","Rhode Island","02895","United States"
638,"Responsible Bike Dealers","Main Office","Ward Parkway Center","","Kansas City","Missouri","64106","United States"
528,"Parcel Express Delivery Service","Main Office","Washington Square","","Portland","Oregon","97205","United States"
846,"Super Sports Store","Main Office","Washington Square Ii","","Indianapolis","Indiana","46204","United States"
922,"Parts Shop","Main Office","West Georgia Commons","","La Grange","Georgia","30240","United States"
664,"Casual Bicycle Store","Main Office","Westside Plaza","","Nashua","New Hampshire","03064","United States"
330,"Major Sport Suppliers","Main Office","White Mountain Mall","","Rock Springs","Wyoming","82901","United States"
404,"Margie's Travel","Main Office","Woodbury Commons","","Central Valley","New York","10917","United States"
328,"Purchase Mart","Main Office","Wrentham Village","","Wrentham","Massachusetts","02093","United States"
956,"Finer Sales and Service","Main Office","#500-75 O'Connor Street","","Ottawa","Ontario","K4B 1S2","Canada"
780,"Finer Riding Supplies","Main Office","#9900 2700 Production Way","","Burnaby","British Columbia","V5A 4X1","Canada"
482,"Favorite Toy Distributor","Main Office","1, place de la République","","Paris","Seine (Paris)","75017","France"
1274,"Self-Contained Cycle Parts Company","Main Office","12, rue des Grands Champs","","Verrieres Le Buisson","Essonne","91370","France"
1958,"Ultimate Bicycle Company","Main Office","12, rue Lafayette","","Morangis","Essonne","91420","France"
1262,"Roadway Bicycle Supply","Main Office","121, rue de Varenne","","Courbevoie","Hauts de Seine","92400","France"
1104,"Outdoor Toy Store","Main Office","18, rue de l´Esplanade","","Aujan Mournede","Gers","32300","France"
618,"Petroleum Products Distributors","Main Office","20225 Lansing Ave","","Montreal","Quebec","H1Y 2H7","Canada"
1396,"Racing Tours","Main Office","21, avenue de la Gare","","Sèvres","Hauts de Seine","92310","France"
942,"Wheels Inc.","Main Office","21105, rue de Varenne","","Paris","Seine (Paris)","75013","France"
1142,"Major Amusement Company","Main Office","2111, rue de Linois","","Orly","Val de Marne","94310","France"
866,"Brand New Bikes","Main Office","215, avenue Reille","","Les Ulis","Essonne","91940","France"
1154,"Instant Cycle Store","Main Office","21801, rue Léo Delibes","","Colombes","Hauts de Seine","92700","France"
1894,"The Bike Outlet","Main Office","22, rue du Départ","","Pantin","Seine Saint Denis","93500","France"
854,"First Center","Main Office","22, rue Lafayette","","Pantin","Seine Saint Denis","93500","France"
676,"Inexpensive Parts Shop","Main Office","2253 Miller Street","","North Sydney","New South Wales","2055","Australia"
350,"Twin Cycles","Main Office","2253-217 Palmer Street","","Darlinghurst","New South Wales","2010","Australia"
622,"Bikes and Motorbikes","Main Office","22580 Free Street","","Toronto","Ontario","M4B 1V7","Canada"
624,"Budget Toy Store","Main Office","25 Epping Road","","Lavender Bay","New South Wales","2060","Australia"
412,"Gasless Cycle Shop","Main Office","25 First Canadian Place","","Toronto","Ontario","M4B 1V5","Canada"
1382,"Shipping Specialists","Main Office","25 Hartfield Road, Wimbledon","","London","England","SW19 3RU","United Kingdom"
1454,"Recommended Bicycles","Main Office","250 Kingsbridge Garden Circle","","Mississauga","Ontario","L5B 3V4","Canada"
1418,"Health Spa, Limited","Main Office","2500 University Avenue","","Toronto","Ontario","M4B 1V5","Canada"
428,"Finer Cycle Shop","Main Office","2500-622 5th Ave Sw","","Calgary","Alberta","T2P 2G8","Canada"
384,"Seaside Bike Works","Main Office","2501 Miller Street","","North Sydney","New South Wales","2055","Australia"
1130,"Efficient Cycling","Main Office","250333 Southport Road, S.W.","","Calgary","Alberta","T2P 2G8","Canada"
806,"Certified Sports Supply","Main Office","250551 Shellbridge Way","","Richmond","British Columbia","V6B 3P7","Canada"
562,"Custom Accessories Company","Main Office","251 Indell Lane","","Brampton","Ontario","L6W 2T7","Canada"
1892,"West Side Mart","Main Office","251 The Metro Center","","Wokingham","England","RG41 1QW","United Kingdom"
1144,"Retail Discount Store","Main Office","2510 Crew Court","","Montreal","Quebec","H1Y 2H8","Canada"
648,"Corner Bicycle Supply","Main Office","2511 Baker Road","","Toronto","Ontario","M4B 1V7","Canada"
1298,"Racing Partners","Main Office","2512-410th Avenue S.W.","","Calgary","Alberta","T2P 2G8","Canada"
1288,"Gear-Shift Bikes Limited","Main Office","2512-4th Ave Sw","","Calgary","Alberta","T2P 2G8","Canada"
1840,"Top Sports Supply","Main Office","251420a 170th Street","","Edmonton","Alberta","T5","Canada"
1972,"Mercantile Outlet","Main Office","2520 Flanders Road","","Toronto","Ontario","M4B 1V4","Canada"
706,"Rental Gallery","Main Office","2520b Underwood Street","","Lavender Bay","New South Wales","2060","Australia"
1252,"Up-To-Date Sports","Main Office","2521 McPherson Street","","Markham","Ontario","L3S 3K2","Canada"
500,"Toy Manufacturing Inc","Main Office","252345 8810th Avenue","","Surrey","British Columbia","V3T 4W3","Canada"
596,"Metro Metals Co.","Main Office","2524 Barlby Road","","London","England","W10 6BL","United Kingdom"
720,"Machines & Cycles Store","Main Office","25245 Rue Sherbrooke Ouest","","Montreal","Quebec","H1Y 2H5","Canada"
324,"Valley Toy Store","Main Office","252851 Rowan Place","","Richmond","British Columbia","V6B 3P7","Canada"
1056,"General Department Stores","Main Office","253131 Lake Frasier Drive, Office No. 2","","Calgary","Alberta","T2P 2G8","Canada"
464,"Odometers and Accessories Company","Main Office","253711 Mayfield Place, Unit 150","","Richmond","British Columbia","V6B 3P7","Canada"
346,"Designated Distributors","Main Office","254 Colonnade Road","","Nepean","Ontario","K2J 2W5","Canada"
592,"Retail Mall","Main Office","254480 River Rd","","Richmond","British Columbia","V6B 3P7","Canada"
1406,"Professional Cyclists","Main Office","2545 King Street West","","Toronto","Ontario","M4B 1V7","Canada"
894,"Jumbo Bikes","Main Office","254a James Street Botany","","Malabar","New South Wales","2036","Australia"
1272,"Outdoor Aerobic Systems Company","Main Office","255 Irving Street","","London","England","C2H 7AU","United Kingdom"
1180,"Purple Bicycle Company","Main Office","2550 Middlefield Road","","Scarborough","Ontario","M1V 4M2","Canada"
986,"Metro Manufacturing","Main Office","2550 Signet Drive","","Weston","Ontario","M9V 4W3","Canada"
750,"Custom Sales and Service","Main Office","255117 - 101 Avenue","","Surrey","British Columbia","V3T 4W3","Canada"
438,"First-Rate Outlet","Main Office","25537 Hillside Avenue","","Victoria","British Columbia","V8V","Canada"
794,"Rewarding Activities Company","Main Office","25575 The Queensway","","Etobicoke","Ontario","M9W 3P3","Canada"
732,"Urban Sports Emporium","Main Office","2560 Bay Street","","Toronto","Ontario","M4B 1V7","Canada"
1314,"Volume Bike Sellers","Main Office","2565-175 Mitchell Road","","Alexandria","New South Wales","2015","Australia"
852,"Original Bicycle Supply Company","Main Office","2573 Dufferin Street","","Toronto","Ontario","M4B 1V5","Canada"
1060,"Operational Manufacturing","Main Office","25730, boul. St-Régis","","Dorval","Quebec","H9P 1H1","Canada"
1122,"Tubeless Tire Company","Main Office","2574 Milton Park","","Oxford","England","OX14 4SE","United Kingdom"
490,"Commuter Bicycle Store","Main Office","2575 Bloor Street East","","Toronto","Ontario","M4B 1V6","Canada"
690,"Kids and Adults Cycle Shop","Main Office","258 Berry Street","","North Sydney","New South Wales","2055","Australia"
1192,"Non-Slip Pedal Company","Main Office","258 King Street East","","Toronto","Ontario","M4B 1V7","Canada"
418,"Transportation Options","Main Office","25900-700-9th Ave S.W.","","Calgary","Alberta","T2P 2G8","Canada"
332,"Family's Favorite Bike Shop","Main Office","25981 College Street","","Montreal","Quebec","H1Y 2H5","Canada"
808,"Registered Cycle Store","Main Office","26, rue Saint Denis","","Orleans","Loiret","45000","France"
332,"Family's Favorite Bike Shop","Shipping","26910 Indela Road","","Montreal","Quebec","H1Y 2H5","Canada"
1384,"Finer Sporting Goods","Main Office","28, avenue des Champs-Elysées","","Croix","Nord","59170","France"
1212,"Road Way Sales and Rental","Main Office","2900 - 25055 Dunning Street","","Vancouver","British Columbia","V7L 4J4","Canada"
594,"Racing Store","Main Office","30, avenue de l´ Union Centrale","","Les Ulis","Essonne","91940","France"
668,"General Cycle Storehouse","Main Office","30025 Wayburne Drive, Suite 275","","Burnaby","British Columbia","V5G 4W1","Canada"
1232,"Mail Market","Main Office","308-3250 Casting Road","","York","England","Y024 1GF","United Kingdom"
1234,"Spare Parts Co.","Main Office","3101, avenue de Malakoff","","Paris","Seine (Paris)","75003","France"
1276,"Metal Clearing House","Main Office","3255 Front Street West","","Toronto","Ontario","M4B 1V6","Canada"
1062,"Online Bike Warehouse","Main Office","32605 West 252 Mile Road, Suite 250","","Aurora","Ontario","L4G 7N6","Canada"
962,"Spa and Exercise Outfitters","Main Office","33, rue Georges-Clémenceau","","Cergy","Val d'Oise","95000","France"
1380,"Impervious Paint Company","Main Office","3383, rue Lamarck","","Paris","Seine (Paris)","75007","France"
1474,"Cycles Sales and Repair","Main Office","3387, rue Marbeuf","","Bobigny","Seine Saint Denis","93000","France"
628,"Ace Bicycle Supply","Main Office","36, avenue de la Gare","","Paris","Seine (Paris)","75019","France"
1114,"Community Department Stores","Main Office","3639, rue des Grands Champs","","Boulogne-sur-Mer","Pas de Calais","62200","France"
1800,"Hiatus Bike Tours","Main Office","3833, boulevard Beau Marchais","","Paris","Seine (Paris)","75009","France"
1986,"Recreation Toy Store","Main Office","39, avenue des Laurentides","","Paris La Defense","Hauts de Seine","92081","France"
590,"Full Sports Supply","Main Office","39, route de Marseille","","Paris","Seine (Paris)","75016","France"
1116,"Area Sheet Metal Supply","Main Office","399 Clearing Green","","London","England","EC1R 0DU","United Kingdom"
626,"Camping and Sports Store","Main Office","400-25155 West Pender St","","Vancouver","British Columbia","V7L 4J4","Canada"
300,"Nationwide Supply","Main Office","4250 Concord Road","","Rhodes","New South Wales","2138","Australia"
920,"General Riding Supplies","Main Office","43251 Viking Way, Unit 130","","Richmond","British Columbia","V6B 3P7","Canada"
960,"The Showroom","Main Office","4400 March Road","","Kanata","Ontario","K2L 1H5","Canada"
580,"Farthest Bike Store","Main Office","45259 Canada Way","","Burnaby","British Columbia","V5G 4S4","Canada"
1054,"Eastside Cycle Shop","Main Office","45671 Queens Road Ct.","","Melbourne","Victoria","3000","Australia"
1440,"Variety Cycling","Main Office","46-44 Albemarle Street","","London","England","W1X3SE","United Kingdom"
1828,"Major Cycling","Main Office","46990 Viking Way","","Richmond","British Columbia","V6B 3P7","Canada"
1798,"One Bike Company","Main Office","5 place Ville-Marie","","Montreal","Quebec","H1Y 2H7","Canada"
982,"Steel Inc.","Main Office","5, place de la Concorde","","Colombes","Hauts de Seine","92700","France"
1842,"Racing Sales and Service","Main Office","510, avenue de Villiers","","Orleans","Loiret","45000","France"
1264,"Refined Department Stores","Main Office","5250-505 Burning St","","Vancouver","British Columbia","V7L 4J4","Canada"
1022,"Sharp Bikes","Main Office","52560 Free Street","","Toronto","Ontario","M4B 1V7","Canada"
1830,"Getaway Inn","Main Office","54, avenue des Ternes","","Saint Ouen","Loir et Cher","41100","France"
998,"Greater Bike Store","Main Office","55 Lakeshore Blvd East","","Toronto","Ontario","M4B 1V6","Canada"
1916,"Active Life Toys","Main Office","55 Standish Court","","Mississauga","Ontario","L5B 3V4","Canada"
688,"Plastic Products Manufacturers","Main Office","5525 Glenferrie Road","","Hawthorne","Queensland","4171","Australia"
946,"Racing Supply Distributors","Main Office","57, rue des Vendangeurs","","Roissy en Brie","Seine et Marne","77680","France"
466,"Scratch-Resistant Finishes Company","Main Office","5700 Explorer Drive","","Mississauga","Ontario","L4W 5J3","Canada"
1340,"Cycle Merchants","Main Office","575 Rue St Amable","","Quebec","Quebec","G1R","Canada"
1140,"Express Bike Services","Main Office","586 Fulham Road,","","London","England","SW6 SBY","United Kingdom"
812,"Sundry Sporting Goods","Main Office","595 Burning Street","","Vancouver","British Columbia","V7L 4J4","Canada"
896,"Quick Delivery Service","Main Office","5990 Avebury Road","","Mississauga","Ontario","L5B 3V4","Canada"
1466,"Seats and Saddles Company","Main Office","5th Floor, 79 Place D'armes","","Kingston","Ontario","7L","Canada"
436,"Second Bike Shop","Main Office","6 Lord Street","","Matraville","New South Wales","2036","Australia"
868,"Central Bicycle Specialists","Main Office","6 The Farm, Liberty Road","","Maidenhead","England","SL67RJ","United Kingdom"
1324,"Metro Sports Equipment","Main Office","6, rue des Pyrenees","","Saint Ouen","Loir et Cher","41100","France"
1952,"Large Bike Shop","Main Office","600 Boul. Rene-levesque Ouest","","Montreal","Quebec","H1Y 2H7","Canada"
552,"Requisite Part Supply","Main Office","600 Slater Street","","Ottawa","Ontario","K4B 1S2","Canada"
886,"Our Sporting Goods Store","Main Office","6030 Conroy Road","","Ottawa","Ontario","K4B 1S3","Canada"
1368,"Reliable Retail Center","Main Office","609 Evans Avenue","","Toronto","Ontario","M4B 1V4","Canada"
1222,"Township Inn","Main Office","61, rue Henri Gagnon","","Les Ulis","Essonne","91940","France"
1400,"Finished Parts Shop","Main Office","62, route de Marseille","","Suresnes","Hauts de Seine","92150","France"
1364,"Tandem Sales and Service","Main Office","63 Free St.","","Toronto","Ontario","M4B 1V4","Canada"
510,"Bikes for Two","Main Office","63 West Beaver Creek","","Richmond Hill","Ontario","L4E 3M5","Canada"
1312,"National Manufacturing","Main Office","630 University Avenue","","Toronto","Ontario","M4B 1V7","Canada"
1352,"Grand Industries","Main Office","6333 Cote Vertu","","Montreal","Quebec","H1Y 2H7","Canada"
928,"Rural Cycle Emporium","Main Office","6388 Lake City Way","","Burnaby","British Columbia","V5A 3A6","Canada"
1224,"Acceptable Sales & Service","Main Office","6400, 888 - 3rd Avenue","","Calgary","Alberta","T2P 2G8","Canada"
784,"Online Bike Catalog","Main Office","65 Epping Rd","","Lavender Bay","New South Wales","2060","Australia"
456,"Uncompromising Quality Co","Main Office","65 Epping Road","","North Ryde","New South Wales","2113","Australia"
1156,"Leisure Activities","Main Office","65 Gamelin Street","","Hull","Quebec","8Y","Canada"
980,"Wholesale Parts","Main Office","655-4th Ave S.W.","","Calgary","Alberta","T2P 2G8","Canada"
1040,"Family Cycle Store","Main Office","660 Saint-Jacques, Bureau 400","","Montreal","Quebec","H1Y 2H8","Canada"
1402,"Consumer Equipment","Main Office","67 Vincent Square, Victoria","","London","England","SW1P 2NU","United Kingdom"
864,"Price-Cutter Discount Bikes","Main Office","6700 Boul Taschereau","","Brossard","Quebec","J4Z 1C5","Canada"
844,"Future Bikes","Main Office","67255 - 8th Street N.E., Suite 350","","Calgary","Alberta","T2P 2G8","Canada"
782,"Neighborhood Store","Main Office","6777 Kingsway","","Burnaby","British Columbia","V5H 3Z7","Canada"
1300,"Perfect Toys","Main Office","68081, place du Tertre","","Colomiers","Garonne (Haute)","31770","France"
1286,"Neighborhood Bicycle Storehouse","Main Office","69, boulevard Tremblay","","Roncq","Nord","59223","France"
908,"General Bike Corporation","Main Office","69251 Creditview Road","","Mississauga","Ontario","L5B 3V4","Canada"
1442,"Accessories Network","Main Office","699bis, rue des Peupliers","","Paris","Seine (Paris)","75008","France"
1488,"City Cycling","Main Office","6th Floor 5250 Main Street","","Winnipeg","Manitoba","R3","Canada"
678,"Nuts and Bolts Mfg.","Main Office","6th Floor Ferguson Block","","Toronto","Ontario","M4B 1V7","Canada"
1112,"Economy Center","Main Office","6th Floor, 25st Canadian Place","","Toronto","Ontario","M4B 1V5","Canada"
1964,"Extended Tours","Main Office","7 Garden House Cloisters, 8 Batters","","London","England","SW8 4BG","United Kingdom"
1208,"Little Sports Center","Main Office","7 Pioneer Business Park","","York","England","Y03 4TN","United Kingdom"
